,name,Price,year,kms_driven,fuel_type,company
12439,Hyundai Venue SX,875000,2019,17000,Petrol,Hyundai
12440,Honda City S,350000,2012,100000,Petrol,Honda
12441,Hyundai Xcent 1.1,285000,2014,65000,Diesel,Hyundai
12442,Nissan Micra XL,290000,2012,46000,Petrol,Nissan
12443,Honda Brio S,290000,2013,28000,Petrol,Honda
12444,Maruti Swift AMT,595000,2018,35759,Petrol,Maruti
12445,Maruti Ignis Sigma,465000,2017,30000,Petrol,Maruti
12446,Honda City V,765000,2017,50000,Petrol,Honda
12447,Mercedes-Benz C-Class C,1349000,2014,60004,Diesel,Mercedes-Benz
12448,Chevrolet Beat LS,185000,2012,34000,Petrol,Chevrolet
12449,Volvo S60 D5,1465000,2014,55000,Diesel,others
12450,Mercedes-Benz E-Class E,1070000,2011,83000,Petrol,Mercedes-Benz
12451,Hyundai Santa Fe,595000,2012,62000,Diesel,Hyundai
12452,Ford Ecosport 2015-2021,950000,2018,19000,Diesel,Ford
12453,Mahindra KUV100 NXT,409999,2018,30300,Petrol,Mahindra
12454,Skoda Superb LK,1675000,2016,80260,Petrol,Skoda
12455,Honda WR-V i-VTEC,849000,2018,10000,Petrol,Honda
12456,Maruti Swift LDI,365000,2014,42000,Diesel,Maruti
12457,Ford Ecosport 1.5,465000,2014,62091,Diesel,Ford
12458,Maruti Ciaz VDi,500000,2015,90000,Diesel,Maruti
12459,Hyundai i10 Sportz,300000,2012,47000,Petrol,Hyundai
12460,Maruti Baleno Delta,600000,2017,36000,Petrol,Maruti
12461,Hyundai Creta 1.4,775000,2016,40000,Diesel,Hyundai
12462,Renault Duster 85PS,440000,2015,56000,Diesel,Renault
12463,Honda City i,869999,2016,25000,Petrol,Honda
12464,Toyota Camry Hybrid,1995000,2016,85000,Petrol,Toyota
12465,Maruti Dzire VXI,451999,2015,54500,Petrol,Maruti
12466,Maruti Swift VXI,575000,2018,20002,Petrol,Maruti
12467,Honda Amaze VX,900000,2019,11000,Diesel,Honda
12468,Maruti Alto K10,229999,2013,13910,Petrol,Maruti
12469,Maruti Wagon R,347000,2015,79855,Petrol,Maruti
12470,Kia Seltos HTK,1525000,2020,9000,Diesel,others
12471,Honda Brio S,310000,2013,7103,Petrol,Honda
12472,Maruti Omni CNG,160000,2014,90000,CNG,Maruti
12473,Tata Nexon 1.2,894999,2018,9000,Petrol,Tata
12474,BMW 1 Series,969999,2013,64000,Diesel,BMW
12475,Ford Ecosport 2015-2021,785000,2017,15800,Petrol,Ford
12476,Maruti Alto LX,120000,2011,22500,Petrol,Maruti
12477,Hyundai Creta 1.4,750000,2016,63000,Diesel,Hyundai
12478,Maruti Alto LXi,85000,2006,20000,Petrol,Maruti
12479,Maruti Swift VXI,525000,2018,16000,Petrol,Maruti
12480,Skoda Rapid 1.5,450000,2015,32000,Diesel,Skoda
12481,Maruti Ciaz Alpha,710000,2017,64000,Diesel,Maruti
12482,Honda Amaze S,425000,2015,40000,Petrol,Honda
12483,Kia Seltos HTX,1450000,2020,8000,Diesel,others
12484,Maruti Swift VDI,360000,2013,58000,Diesel,Maruti
12485,Maruti Swift Dzire,434999,2014,38000,Petrol,Maruti
12486,Maruti Swift VDI,450000,2015,50168,Diesel,Maruti
12487,Renault Duster 110PS,409000,2013,66733,Diesel,Renault
12488,Maruti Swift 1.3,190000,2008,73000,Petrol,Maruti
12489,Mahindra NuvoSport N6,635000,2017,10000,Diesel,Mahindra
12490,Hyundai Grand i10,440000,2016,6600,Petrol,Hyundai
12491,Mahindra TUV 300,490000,2016,65000,Diesel,Mahindra
12492,BMW 5 Series,3990000,2018,55000,Diesel,BMW
12493,Hyundai Verna 1.6,825000,2017,28000,Diesel,Hyundai
12494,Toyota Etios GD,290000,2013,97797,Diesel,Toyota
12495,Mahindra XUV500 W6,625000,2014,58232,Diesel,Mahindra
12496,Nissan Terrano XV,525000,2014,60000,Diesel,Nissan
12497,Maruti Celerio ZXI,484999,2018,15161,Petrol,Maruti
12498,Hyundai Grand i10,325000,2014,56000,Diesel,Hyundai
12499,Maruti Eeco 5,295000,2016,29000,CNG,Maruti
12500,Jaguar XJ 2.0L,3890000,2015,60000,Petrol,others
12501,Maruti Swift VDI,353000,2013,73536,Diesel,Maruti
12502,Ford Ecosport 1.5,459999,2013,47000,Diesel,Ford
12503,Mahindra Scorpio Intelli,925000,2015,60000,Diesel,Mahindra
12504,Volkswagen Jetta 2.0L,650000,2012,78000,Diesel,Volkswagen
12505,Hyundai Santa Fe,1099000,2014,85000,Diesel,Hyundai
12506,Renault Duster 110PS,415000,2013,51235,Diesel,Renault
12507,Hyundai Grand i10,484999,2017,37500,Petrol,Hyundai
12508,Mercedes-Benz CLA 200,2450000,2017,30000,Diesel,Mercedes-Benz
12509,Honda City i,550000,2014,59000,Diesel,Honda
12510,Volkswagen Vento 1.5,585000,2015,51000,Diesel,Volkswagen
12511,Volkswagen Polo 2015-2019,525000,2015,75000,Petrol,Volkswagen
12512,Mercedes-Benz GL-Class 350,4300000,2016,35000,Diesel,Mercedes-Benz
12513,BMW 6 Series,5899000,2019,2300,Diesel,BMW
12514,Hyundai i20 1.2,579000,2018,41000,Petrol,Hyundai
12515,Hyundai Santro Xing,250000,2012,40000,Petrol,Hyundai
12516,Honda City V,1175000,2020,4600,Petrol,Honda
12517,Skoda Laura 1.8,370000,2011,58000,Petrol,Skoda
12518,Skoda Superb Petrol,400000,2010,42000,Petrol,Skoda
12519,Maruti Ertiga ZXI,495000,2013,68000,Petrol,Maruti
12520,Honda Civic 1.8,245000,2009,62380,Petrol,Honda
12521,Maruti Ritz LDi,212000,2012,106559,Diesel,Maruti
12522,Hyundai Grand i10,500000,2014,25000,Petrol,Hyundai
12523,BMW 3 Series,1889999,2015,49000,Diesel,BMW
12524,Maruti Swift VXi,185000,2006,84800,Petrol,Maruti
12525,Mahindra Scorpio S6,1000000,2016,30000,Diesel,Mahindra
12526,Mercedes-Benz C-Class 220,1200000,2013,38000,Diesel,Mercedes-Benz
12527,Renault Duster 85PS,680000,2016,64000,Diesel,Renault
12528,Jeep Compass 1.4,1450000,2019,28000,Petrol,others
12529,Honda Amaze S,495000,2017,32000,Petrol,Honda
12530,Volkswagen Polo GT,735000,2017,35000,Petrol,Volkswagen
12531,Maruti SX4 VDI,300000,2013,82200,Diesel,Maruti
12532,Audi Q7 2006-2020,4700000,2017,71000,Diesel,Audi
12533,Honda Amaze S,390000,2015,42000,Petrol,Honda
12534,Maruti Baleno Delta,500000,2017,70000,Petrol,Maruti
12535,Ford Ecosport 1.5,451000,2014,81360,Diesel,Ford
12536,Honda WR-V i-DTEC,840000,2018,33000,Diesel,Honda
12537,Maruti Dzire VXI,625000,2018,28000,Petrol,Maruti
12538,Maruti Swift Dzire,250000,2011,62000,Petrol,Maruti
12539,Hyundai i20 Magna,275000,2012,42000,Diesel,Hyundai
12540,Maruti Wagon R,350000,2017,33200,CNG,Maruti
12541,Mahindra XUV500 W11,1800000,2019,25000,Diesel,Mahindra
12542,Maruti Baleno Zeta,520000,2015,30000,Petrol,Maruti
12543,Maruti Vitara Brezza,745000,2018,52000,Diesel,Maruti
12544,Maruti Ritz ZDi,359000,2013,135880,Diesel,Maruti
12545,DC Avanti 2.0,1985000,2020,8700,Petrol,others
12546,Mercedes-Benz C-Class 200,899000,2012,66000,Diesel,Mercedes-Benz
12547,Maruti Vitara Brezza,675000,2017,68100,Diesel,Maruti
12548,Maruti Swift Dzire,265000,2011,62000,Diesel,Maruti
12549,Maruti Baleno Zeta,655000,2016,47061,Petrol,Maruti
12550,Hyundai Santro Era,445000,2020,8268,Petrol,Hyundai
12551,Maruti Celerio VXI,375000,2016,36000,Petrol,Maruti
12552,BMW 5 Series,550000,2008,59869,Petrol,BMW
12553,Renault KWID RXT,290000,2017,43616,Petrol,Renault
12554,BMW 3 Series,1290000,2012,75000,Diesel,BMW
12555,Hyundai Verna 1.4,580000,2015,43000,Petrol,Hyundai
12556,Maruti Baleno Alpha,570000,2016,92000,Petrol,Maruti
12557,Honda Jazz 1.2,650000,2018,45178,Petrol,Honda
12558,Hyundai Grand i10,465000,2016,54000,Diesel,Hyundai
12559,Honda City 1.5,425000,2012,47000,Petrol,Honda
12560,BMW X1 sDrive20d,800000,2012,60000,Diesel,BMW
12561,Hyundai Creta 1.6,925000,2016,52000,Petrol,Hyundai
12562,Ford Endeavour 3.2,2650000,2016,50000,Diesel,Ford
12563,Volkswagen Polo Petrol,315000,2011,62000,Petrol,Volkswagen
12564,Renault Duster 85PS,415000,2013,63000,Diesel,Renault
12565,Toyota Fortuner 3.0,825000,2010,67000,Diesel,Toyota
12566,Ford Ecosport 1.5,565000,2014,65554,Diesel,Ford
12567,Maruti Swift Dzire,341000,2014,75854,Diesel,Maruti
12568,Maruti Swift Dzire,645000,2017,26000,Petrol,Maruti
12569,Honda Accord VTi-L,425000,2010,62521,Petrol,Honda
12570,Hyundai i20 2015-2017,486000,2015,52000,Petrol,Hyundai
12571,Honda Amaze E,550000,2019,35000,Petrol,Honda
12572,Mercedes-Benz GLE Class,3890000,2016,55000,Diesel,Mercedes-Benz
12573,Tata Manza Aura,184000,2013,58000,Diesel,Tata
12574,Mahindra XUV500 AT,1175000,2017,65000,Diesel,Mahindra
12575,Honda Amaze E,580000,2019,19000,Petrol,Honda
12576,Maruti Swift VDI,365000,2014,70000,Diesel,Maruti
12577,Hyundai i20 Magna,499000,2016,29842,Petrol,Hyundai
12578,Maruti Vitara Brezza,835000,2018,35000,Diesel,Maruti
12579,Datsun redi-GO T,299000,2016,47000,Petrol,others
12580,Hyundai Grand i10,350000,2015,147000,Diesel,Hyundai
12581,Honda City ZX,1075000,2018,26000,Petrol,Honda
12582,Chevrolet Captiva LTZ,484999,2009,60000,Diesel,Chevrolet
12583,Chevrolet Beat Diesel,190000,2012,65000,Diesel,Chevrolet
12584,Maruti Swift Dzire,325000,2013,78000,Diesel,Maruti
12585,Hyundai i20 Sportz,500000,2014,50000,Diesel,Hyundai
12586,Mahindra XUV500 W8,600000,2013,50000,Diesel,Mahindra
12587,Maruti Wagon R,150000,2010,60000,Petrol,Maruti
12588,Maruti Wagon R,210000,2011,52000,CNG,Maruti
12589,Honda City 1.5,495000,2013,35000,Petrol,Honda
12590,Toyota Corolla Altis,1175000,2017,360101,Diesel,Toyota
12591,Mercedes-Benz C-Class C,3650000,2018,8000,Petrol,Mercedes-Benz
12592,Chevrolet Enjoy Petrol,330000,2013,48000,Petrol,Chevrolet
12593,Hyundai Verna 1.6,760000,2017,62000,Diesel,Hyundai
12594,Nissan Kicks XV,880000,2019,11687,Petrol,Nissan
12595,Hyundai i20 Era,340000,2014,70000,Diesel,Hyundai
12596,Toyota Fortuner 2016-2021,3090000,2019,15500,Diesel,Toyota
12597,Hyundai Verna VTVT,940000,2018,43000,Petrol,Hyundai
12598,Chevrolet Spark 1.0,95000,2009,75000,Petrol,Chevrolet
12599,Toyota Innova Crysta,1590000,2017,51000,Diesel,Toyota
12600,Renault KWID RXT,335000,2018,33124,Petrol,Renault
12601,Hyundai Creta 1.6,1290000,2019,1470,Petrol,Hyundai
12602,Maruti Swift VDI,378000,2014,73956,Diesel,Maruti
12603,Maruti Wagon R,265000,2014,64000,Petrol,Maruti
12604,Maruti Alto 800,275000,2015,15000,Petrol,Maruti
12605,Hyundai i10 Era,235000,2012,73500,Petrol,Hyundai
12606,Maruti Ciaz ZXi,626000,2014,49000,Petrol,Maruti
12607,Maruti Ignis 1.2,465000,2017,32000,Petrol,Maruti
12608,Honda City i,725000,2017,35000,Petrol,Honda
12609,Hyundai i20 Era,290000,2013,80849,Diesel,Hyundai
12610,Maruti Baleno Alpha,675000,2017,24000,Petrol,Maruti
12611,Tata Tiago 1.2,480000,2017,30000,Petrol,Tata
12612,Mercedes-Benz M-Class ML,2899000,2015,46000,Diesel,Mercedes-Benz
12613,Honda City i,610000,2015,71678,Diesel,Honda
12614,Maruti Swift VXI,465000,2016,65000,Petrol,Maruti
12615,Maruti Vitara Brezza,685000,2016,60000,Diesel,Maruti
12616,Maruti Swift VXI,385000,2013,30500,Petrol,Maruti
12617,Maruti Wagon R,390000,2017,47000,Petrol,Maruti
12618,Volkswagen Vento 1.5,400000,2014,76500,Diesel,Volkswagen
12619,Nissan Micra Diesel,240000,2013,80000,Diesel,Nissan
12620,Jeep Compass 1.4,1430000,2019,29000,Petrol,others
12621,Ford Ecosport 2015-2021,675000,2016,37000,Petrol,Ford
12622,Honda New Accord,335000,2008,80000,Petrol,Honda
12623,Honda City i,745000,2017,56239,Petrol,Honda
12624,Honda Amaze S,715000,2020,3000,Petrol,Honda
12625,Audi A4 35,1800000,2015,30000,Diesel,Audi
12626,Toyota Innova Crysta,2225000,2019,27000,Diesel,Toyota
12627,Audi A6 2.0,1725000,2014,50500,Diesel,Audi
12628,Hyundai Creta 1.6,835000,2015,65000,Diesel,Hyundai
12629,Toyota Corolla H5,135000,2007,88525,Petrol,Toyota
12630,Ford Ecosport 2015-2021,925000,2019,16000,Petrol,Ford
12631,Maruti Swift Dzire,650000,2017,25000,Diesel,Maruti
12632,Hyundai Creta 1.4,875000,2018,60000,Diesel,Hyundai
12633,Maruti Ertiga SHVS,725000,2017,44000,Diesel,Maruti
12634,Mercedes-Benz C-Class C,780000,2012,67000,Petrol,Mercedes-Benz
12635,Maruti SX4 Vxi,185000,2008,71000,Petrol,Maruti
12636,Honda City i,549000,2015,89000,Diesel,Honda
12637,Mahindra Xylo E4,310000,2011,72000,Diesel,Mahindra
12638,Maruti Ciaz ZXi,750000,2017,29000,Petrol,Maruti
12639,Volkswagen Vento 1.5,950000,2018,58000,Diesel,Volkswagen
12640,Toyota Etios Liva,509999,2018,49000,Petrol,Toyota
12641,Maruti Baleno Delta,540000,2017,33528,Petrol,Maruti
12642,Hyundai Xcent 1.2,390000,2015,61000,Petrol,Hyundai
12643,Maruti Swift LXI,488999,2017,43733,Petrol,Maruti
12644,Maruti Baleno Zeta,781000,2019,10000,Petrol,Maruti
12645,Hyundai i20 Sportz,349000,2013,65001,Diesel,Hyundai
12646,Maruti Swift Dzire,350000,2012,90000,Petrol,Maruti
12647,MG Hector Sharp,1748999,2019,14400,Petrol,others
12648,Honda City ZX,1350000,2019,12000,Petrol,Honda
12649,Honda City i-VTEC,880000,2017,53000,Petrol,Honda
12650,Honda Amaze SX,600000,2017,51000,Petrol,Honda
12651,Maruti Baleno Alpha,515000,2015,84999,Diesel,Maruti
12652,BMW 5 Series,3250000,2017,46000,Diesel,BMW
12653,Audi A4 2.0,1450000,2014,85000,Diesel,Audi
12654,Maruti Swift AMT,450000,2015,50000,Petrol,Maruti
12655,Honda City i,575000,2015,63000,Diesel,Honda
12656,Hyundai Santro Xing,93750,2007,78222,Petrol,Hyundai
12657,Hyundai Verna 1.6,465000,2012,30917,Diesel,Hyundai
12658,Chevrolet Beat LT,175000,2010,57000,Petrol,Chevrolet
12659,Maruti Baleno Zeta,585000,2016,27000,Petrol,Maruti
12660,Maruti Swift LXi,240000,2010,68000,Petrol,Maruti
12661,Hyundai Verna VTVT,930000,2018,8143,Petrol,Hyundai
12662,Honda Civic V,1625000,2019,21500,Petrol,Honda
12663,MG Hector Sharp,1875000,2019,4000,Petrol,others
12664,Hyundai Creta 1.6,770000,2016,58500,Diesel,Hyundai
12665,Hyundai Santro Xing,90000,2008,82082,Petrol,Hyundai
12666,Maruti Swift Dzire,475000,2015,65000,Diesel,Maruti
12667,Maruti Swift VDI,353000,2013,99426,Diesel,Maruti
12668,Toyota Etios G,272000,2011,62000,Petrol,Toyota
12669,Mercedes-Benz C-Class Progressive,3775000,2019,24300,Petrol,Mercedes-Benz
12670,Toyota Innova Crysta,1680000,2016,48000,Diesel,Toyota
12671,Ford Figo 1.5D,395000,2015,75000,Diesel,Ford
12672,Maruti Ciaz Alpha,700000,2018,37000,Petrol,Maruti
12673,Honda Brio 1.2,390000,2015,39000,Petrol,Honda
12674,Honda Amaze VX,725000,2018,40000,Diesel,Honda
12675,Maruti Wagon R,310000,2015,52000,Petrol,Maruti
12676,Hyundai EON D,150000,2013,111000,Petrol,Hyundai
12677,Honda City i,550000,2014,78000,Diesel,Honda
12678,Toyota Innova 2.5,894999,2015,125000,Diesel,Toyota
12679,Hyundai EON Era,225000,2012,51025,Petrol,Hyundai
12680,Honda WR-V i-VTEC,760000,2017,25656,Petrol,Honda
12681,Honda City 1.5,440000,2012,134532,Petrol,Honda
12682,Maruti Baleno Delta,599000,2018,48000,Diesel,Maruti
12683,Honda City i,620000,2015,50000,Petrol,Honda
12684,Hyundai Creta 1.6,800000,2015,76000,Diesel,Hyundai
12685,Maruti Baleno Zeta,625000,2017,25000,Petrol,Maruti
12686,Honda City i,540000,2015,73000,Diesel,Honda
12687,Mercedes-Benz C-Class C,1295000,2014,69550,Diesel,Mercedes-Benz
12688,Maruti Ciaz VXi,603000,2016,28014,Petrol,Maruti
12689,Hyundai Venue SX,1075000,2020,1200,Petrol,Hyundai
12690,Hyundai Verna 1.6,625000,2016,33060,Petrol,Hyundai
12691,Toyota Corolla Altis,525000,2012,65000,Diesel,Toyota
12692,Honda New Accord,670000,2012,76003,Petrol,Honda
12693,Maruti Swift Dzire,610000,2017,25000,Petrol,Maruti
12694,Nissan Terrano XV,399000,2014,65000,Diesel,Nissan
12695,Renault Captur 1.5,780000,2018,32000,Petrol,Renault
12696,Maruti Swift LDI,310000,2014,60001,Diesel,Maruti
12697,Audi Q5 3.0,2250000,2015,66000,Diesel,Audi
12698,Chevrolet Beat Diesel,180000,2013,70001,Diesel,Chevrolet
12699,Maruti Swift Dzire,599000,2017,37001,Petrol,Maruti
12700,Mini Clubman Cooper,3300000,2017,6000,Petrol,others
12701,Toyota Innova Crysta,1630999,2017,68745,Diesel,Toyota
12702,Hyundai Creta 1.6,890000,2015,70000,Diesel,Hyundai
12703,Honda Amaze EX,350000,2014,71000,Diesel,Honda
12704,Skoda Rapid 1.5,515000,2015,52000,Diesel,Skoda
12705,Maruti Baleno Zeta,650000,2016,43000,Petrol,Maruti
12706,Mahindra XUV500 AT,1175000,2017,34000,Diesel,Mahindra
12707,Maruti Swift VXI,245000,2010,68000,Petrol,Maruti
12708,Ford Ecosport 2015-2021,525000,2016,143000,Diesel,Ford
12709,Mahindra XUV500 W8,650000,2013,47000,Diesel,Mahindra
12710,Maruti Wagon R,285000,2013,40000,Petrol,Maruti
12711,Honda City V,350000,2010,57000,Petrol,Honda
12712,Maruti Swift VDI,330000,2013,65209,Diesel,Maruti
12713,Maruti XL6 Alpha,1175000,2019,7669,Petrol,Maruti
12714,Ford Ecosport 2015-2021,560000,2015,50000,Diesel,Ford
12715,Maruti Wagon R,270000,2013,64000,CNG,Maruti
12716,Hyundai Grand i10,515000,2019,16415,Petrol,Hyundai
12717,Honda City i-VTEC,900000,2018,12000,Petrol,Honda
12718,Nissan Micra Active,295000,2015,50000,Petrol,Nissan
12719,Volkswagen Polo 2015-2019,450000,2016,45000,Petrol,Volkswagen
12720,Hyundai Grand i10,450000,2016,63000,Petrol,Hyundai
12721,BMW 3 Series,844999,2012,50000,Diesel,BMW
12722,Maruti Wagon R,70000,2007,30000,Petrol,Maruti
12723,Toyota Corolla Altis,1310000,2016,11000,Diesel,Toyota
12724,Mahindra TUV 300,549000,2015,44000,Diesel,Mahindra
12725,Maruti Ignis Alpha,520000,2017,29000,Petrol,Maruti
12726,Honda Brio S,298000,2013,65000,Petrol,Honda
12727,Maruti Ciaz VXi,565000,2015,52000,Petrol,Maruti
12728,Hyundai Verna 1.6,420000,2012,62000,Petrol,Hyundai
12729,Toyota Fortuner 4x2,1689999,2014,61000,Diesel,Toyota
12730,Honda WR-V i-VTEC,765000,2017,35000,Petrol,Honda
12731,Hyundai i10 Magna,240000,2012,73500,Petrol,Hyundai
12732,Maruti Swift VXi,170000,2008,63248,Petrol,Maruti
12733,Audi S5 Sportback,5775000,2018,12500,Petrol,Audi
12734,Maruti Ciaz VXi,585000,2015,49098,Petrol,Maruti
12735,Mahindra Quanto C6,490000,2012,35000,Diesel,Mahindra
12736,Volkswagen Polo Diesel,210000,2012,90000,Diesel,Volkswagen
12737,Maruti Swift Dzire,675000,2017,59000,Diesel,Maruti
12738,Honda Amaze V,675000,2019,45000,Petrol,Honda
12739,Maruti Ciaz ZDi,495000,2014,47000,Diesel,Maruti
12740,Skoda Rapid 1.6,325000,2013,42000,Petrol,Skoda
12741,Maruti Ciaz VDI,509999,2015,56000,Diesel,Maruti
12742,Toyota Innova 2.5,865000,2015,47000,Diesel,Toyota
12743,Mercedes-Benz E-Class E,4450000,2018,22000,Diesel,Mercedes-Benz
12744,Mahindra Marazzo M2,800000,2019,25000,Diesel,Mahindra
12745,Ford Aspire 1.5,590000,2018,59012,Diesel,Ford
12746,Maruti Swift Dzire,675000,2017,10000,Petrol,Maruti
12747,BMW X3 xDrive20d,1275000,2012,88000,Diesel,BMW
12748,Maruti SX4 ZXI,250000,2010,107543,Petrol,Maruti
12749,Toyota Etios GD,334000,2012,52285,Diesel,Toyota
12750,Hyundai i20 1.2,545000,2016,62000,Petrol,Hyundai
12751,Maruti Celerio VXI,385000,2015,63000,Petrol,Maruti
12752,Honda Civic 1.8,310000,2010,45000,Petrol,Honda
12753,Maruti Eeco 7,390000,2019,17000,Petrol,Maruti
12754,Hyundai Santro Xing,140000,2010,42000,Petrol,Hyundai
12755,Hyundai i20 1.4,365000,2014,63000,Diesel,Hyundai
12756,BMW 3 Series,1400000,2014,18500,Diesel,BMW
12757,BMW 3 Series,610000,2011,72000,Diesel,BMW
12758,Honda Jazz 1.2,630000,2016,40000,Petrol,Honda
12759,Maruti SX4 S,815000,2017,49189,Diesel,Maruti
12760,Toyota Innova 2.5,990000,2015,35000,Diesel,Toyota
12761,Honda City i,750000,2016,55000,Petrol,Honda
12762,Maruti Swift LXI,450000,2016,20000,Petrol,Maruti
12763,Honda City V,790000,2017,33000,Petrol,Honda
12764,Mahindra XUV500 W4,785000,2016,70066,Diesel,Mahindra
12765,Maruti Vitara Brezza,690000,2016,58000,Diesel,Maruti
12766,Honda CR-V 2.0,1450000,2016,62000,Petrol,Honda
12767,Skoda Laura Ambiente,450000,2012,59999,Diesel,Skoda
12768,Maruti Wagon R,235000,2012,62443,Petrol,Maruti
12769,Hyundai i20 Magna,350000,2015,60000,Diesel,Hyundai
12770,Mahindra Scorpio S6,975000,2016,55000,Diesel,Mahindra
12771,Hyundai i10 Magna,165000,2010,60000,Petrol,Hyundai
12772,Maruti Alto LXI,80000,2007,40000,Petrol,Maruti
12773,Nissan Sunny Diesel,311000,2014,113000,Diesel,Nissan
12774,Mahindra KUV 100,400000,2016,68000,Diesel,Mahindra
12775,Honda Amaze S,369000,2014,45892,Diesel,Honda
12776,Renault Fluence Diesel,325000,2012,70000,Diesel,Renault
12777,MG Hector Sharp,1795000,2020,20000,Diesel,others
12778,Honda City i,621000,2015,35000,Diesel,Honda
12779,Maruti Swift Dzire,175000,2009,145000,Petrol,Maruti
12780,Audi A4 35,1349000,2013,33000,Diesel,Audi
12781,Hyundai Xcent 1.2,360000,2016,52000,Petrol,Hyundai
12782,Hyundai Grand i10,570000,2019,25000,Petrol,Hyundai
12783,Mahindra XUV500 W10,925000,2015,57000,Diesel,Mahindra
12784,Honda Amaze VX,375000,2014,87000,Diesel,Honda
12785,Hyundai Grand i10,479000,2018,15800,Petrol,Hyundai
12786,Honda Brio E,245000,2012,47316,Petrol,Honda
12787,Mahindra XUV500 W4,925000,2017,56000,Diesel,Mahindra
12788,Renault KWID 1.0,225000,2016,45000,Petrol,Renault
12789,Ford Figo Diesel,250000,2013,30000,Diesel,Ford
12790,Hyundai i20 Petrol,550000,2018,25000,Petrol,Hyundai
12791,Hyundai Grand i10,520000,2018,36000,Petrol,Hyundai
12792,Hyundai i20 2015-2017,549000,2016,22000,Petrol,Hyundai
12793,Mercedes-Benz GLA Class,1490000,2015,85000,Diesel,Mercedes-Benz
12794,BMW 3 Series,2525000,2016,41000,Diesel,BMW
12795,Honda Brio S,325000,2013,27890,Petrol,Honda
12796,BMW X1 sDrive,3200000,2019,10000,Diesel,BMW
12797,Toyota Corolla Altis,490000,2012,91000,Diesel,Toyota
12798,Toyota Fortuner 4x2,1300000,2013,60000,Diesel,Toyota
12799,Mahindra Thar CRDe,835000,2018,22000,Diesel,Mahindra
12800,Maruti Ertiga VXI,725000,2017,2100,Petrol,Maruti
12801,Audi Q3 35,1500000,2015,40000,Diesel,Audi
12802,Mahindra Scorpio VLS,449000,2011,65001,Diesel,Mahindra
12803,Maruti Zen Estilo,88000,2007,70500,Petrol,Maruti
12804,Hyundai Verna 1.6,665000,2015,52323,Diesel,Hyundai
12805,Honda Amaze S,500000,2016,15000,Petrol,Honda
12806,Mercedes-Benz E-Class E250,1575000,2014,42005,Diesel,Mercedes-Benz
12807,Maruti Swift Dzire,310000,2014,80000,Petrol,Maruti
12808,Maruti Ritz LXi,265000,2012,54000,Petrol,Maruti
12809,Volkswagen Polo 1.2,390000,2015,52752,Petrol,Volkswagen
12810,Maruti Swift Dzire,625000,2018,40000,Petrol,Maruti
12811,Hyundai Verna 1.6,650000,2014,89000,Diesel,Hyundai
12812,Maruti Swift LDI,409999,2016,55000,Diesel,Maruti
12813,Maruti Swift Dzire,459999,2015,57000,Petrol,Maruti
12814,Honda City 2017-2020,165000,2007,42000,Petrol,Honda
12815,Ford Ecosport 2015-2021,650000,2015,42000,Petrol,Ford
12816,Datsun GO T,250000,2015,45000,Petrol,others
12817,Maruti Wagon R,340000,2016,77950,CNG,Maruti
12818,Chevrolet Optra Magnum,195000,2008,136000,Diesel,Chevrolet
12819,Honda City i,1090000,2019,16000,Petrol,Honda
12820,Mahindra Thar 4X4,750000,2015,64000,Diesel,Mahindra
12821,BMW 5 Series,1350000,2012,69000,Diesel,BMW
12822,Toyota Fortuner 4x2,1680000,2014,61000,Diesel,Toyota
12823,Maruti Swift Dzire,420000,2014,45000,Petrol,Maruti
12824,Hyundai i20 Sportz,484999,2015,48300,Diesel,Hyundai
12825,Maruti Ciaz ZDi,700000,2017,47000,Diesel,Maruti
12826,Maruti Swift Dzire,745000,2018,9313,Petrol,Maruti
12827,Honda City S,350000,2011,58568,Petrol,Honda
12828,Honda Amaze V,800000,2019,68000,Diesel,Honda
12829,Honda Civic 1.8,400000,2011,70000,Petrol,Honda
12830,Maruti Swift VDI,350000,2013,50000,Diesel,Maruti
12831,Maruti Ritz VDi,301000,2014,56500,Diesel,Maruti
12832,Maruti Ertiga VXI,425000,2012,70000,Petrol,Maruti
12833,Volkswagen Polo 2015-2019,465000,2015,65869,Petrol,Volkswagen
12834,Honda City i,660000,2016,50000,Petrol,Honda
12835,Maruti Wagon R,245000,2014,51000,CNG,Maruti
12836,Maruti Swift Dzire,210000,2009,68000,Petrol,Maruti
12837,Honda City i,575000,2015,63000,Diesel,Honda
12838,Hyundai Grand i10,450000,2017,32891,Petrol,Hyundai
12839,Mahindra Scorpio 1.99,960000,2016,51000,Diesel,Mahindra
12840,Honda CR-V 2.0L,1375000,2015,80000,Petrol,Honda
12841,Toyota Etios Liva,440000,2015,61000,Diesel,Toyota
12842,Hyundai Creta 1.6,825000,2016,72000,Diesel,Hyundai
12843,Maruti Baleno Delta,550000,2017,23000,Petrol,Maruti
12844,Renault Duster 110PS,415000,2013,58000,Diesel,Renault
12845,Jaguar XF 2.2,1750000,2013,66000,Diesel,others
12846,Honda City 1.3,90000,2006,57526,Petrol,Honda
12847,Toyota Innova Crysta,1789999,2018,48000,Petrol,Toyota
12848,Maruti Zen Estilo,140000,2008,63000,Petrol,Maruti
12849,Mercedes-Benz M-Class ML,2450000,2014,64000,Diesel,Mercedes-Benz
12850,BMW 3 Series,565000,2009,74000,Petrol,BMW
